issuer_identifier;issuer_name;Sector
80371481;Unilever PLC;Consumer Goods & Retail
80382241;Air 2 US;Transportation & Logistics
80400693;Huaneng Power International, Inc.;Energy & Resources
80418197;TRW Automotive, Inc.;Industrial & Manufacturing
80420569;Northrop Grumman Corporation;Industrial & Manufacturing
80443553;Cemex Materials, LLC;Industrial & Manufacturing
80455173;Vivendi SE;Telecommunications & Media
80456169;Archer Daniels Midland Company;Consumer Goods & Retail
80457973;GSK PLC;Healthcare & Pharmaceuticals
80457977;Novartis AG;Healthcare & Pharmaceuticals
80457980;Sanofi SA;Healthcare & Pharmaceuticals
80460969;Volkswagen AG;Industrial & Manufacturing
80464031;Kincaid Generation, L.L.C.;Energy & Resources
80464109;PPL Montana, LLC;Energy & Resources
80464114;Juniper Generation LLC;Energy & Resources
80464120;Cedar Brakes I LLC;Energy & Resources
80464165;FirstLight Hydro Generating Company;Energy & Resources
80464168;Cedar Brakes II LLC;Energy & Resources
80464182;Utility Contract Funding LLC;Energy & Resources
80464354;Orange Cogen Funding Corp.;Energy & Resources
80464357;CE Generation LLC;Energy & Resources
80464358;East Coast Power, L.L.C.;Energy & Resources
80464784;The Toledo Edison Company;Energy & Resources
80464786;Southern California Gas Company;Energy & Resources
80464787;Southwestern Electric Power Company;Energy & Resources
80464788;PacifiCorp;Energy & Resources
80464789;National Fuel Gas Company;Energy & Resources
80464790;Mississippi Power Company;Energy & Resources
80464791;Gulf Power Company;Energy & Resources
80464792;Central Hudson Gas & Electric Corp.;Energy & Resources
80464793;AEP Texas Central Company;Energy & Resources
80464794;Alabama Power Company;Energy & Resources
80464795;Arizona Public Service Company;Energy & Resources
80464796;Allegheny Generating Company;Energy & Resources
80464813;AusNet Electricity Services Pty Ltd;Energy & Resources
80464834;PECO Energy Capital Trust III;Energy & Resources
80464842;ONEOK, Inc.;Energy & Resources
80464844;National Grid Electricity Distribution (South Wales) Plc;Energy & Resources
80464855;Iberdrola, S.A.;Energy & Resources
80464856;London Power Networks plc;Energy & Resources
80464858;Iberdrola International BV;Energy & Resources
80464859;Georgia Power Company;Energy & Resources
80464862;AES Trust III;Energy & Resources
80464864;AusNet Holdings (Partnership) Limited Partnership;Energy & Resources
80464867;Dynegy Capital Trust I;Energy & Resources
80464871;Allegheny Energy Supply Co., LLC;Energy & Resources
80464872;Dynegy Holdings LLC;Energy & Resources
80464875;WEC Energy Group, Inc.;Energy & Resources
80464876;Wisconsin Energy Capital Corp.;Energy & Resources
80464877;Wisconsin Gas LLC;Energy & Resources
80464879;ONEOK Partners, L.P.;Energy & Resources
80464881;LOOP LLC;Energy & Resources
80464883;AVANGRID, Inc.;Energy & Resources
80464884;The Southern Connecticut Gas Company;Energy & Resources
80464885;Connecticut Natural Gas Corporation;Energy & Resources
80464886;Central Maine Power Company;Energy & Resources
80464887;Atmos Energy Corporation;Energy & Resources
80464888;DPL LLC;Energy & Resources
80464892;Transportadora de Gas del Norte S.A. (TGN);Energy & Resources
80464893;Orange and Rockland Utilities, Inc.;Energy & Resources
80464895;Enel Generacion Chile S.A.;Energy & Resources
80464896;Enel Americas S.A.;Energy & Resources
80464897;Ameren Corporation;Energy & Resources
80464899;Calpine Corporation;Unassigned
80464906;DCP Midstream, LLC;Energy & Resources
80464909;Xcel Energy Inc.;Energy & Resources
80464912;OGE Energy Corp.;Energy & Resources
80464913;Enable Oklahoma Intrastate Transmission, LLC;Energy & Resources
80464916;Ameren Energy Generating Co.;Energy & Resources
80464917;Exelon Corporation;Energy & Resources
80464918;Pinnacle West Capital Corporation;Energy & Resources
80464919;NiSource Inc.;Energy & Resources
80464920;NiSource Finance Corp.;Energy & Resources
80464921;KeySpan Gas East Corporation;Energy & Resources
80464924;GenOn Mid-Atlantic, LLC;Energy & Resources
80464925;WGL Holdings, Inc.;Energy & Resources
80464926;DTE Energy Company;Energy & Resources
80464929;American Transmission Co. LLC;Energy & Resources
80464931;PSEG Power LLC;Energy & Resources
80464932;GenOn Energy Inc.;Energy & Resources
80464936;Constellation Energy Generation, LLC;Energy & Resources
80464939;AES Panama, S.R.L.;Energy & Resources
80464941;Southern Company Funding Corp.;Financial Services
80464942;Spire Alabama Inc;Energy & Resources
80464944;FirstEnergy Corp.;Energy & Resources
80464955;Pepco Holdings LLC;Energy & Resources
80464959;Electricite de France (EDF);Energy & Resources
80464960;Atlantic City Electric Company;Energy & Resources
80464961;Berkshire Hathaway Energy Company;Energy & Resources
80464964;NSTAR Gas Company;Energy & Resources
80464970;Ameren Illinois Company;Energy & Resources
80464974;Duke Energy Progress, LLC;Energy & Resources
80464975;Public Service Company of Oklahoma;Energy & Resources
80464979;Beaver Valley II Funding Corporation;Financial Services
80464980;Delmarva Power & Light Company;Energy & Resources
80464981;The Dayton Power & Light Company;Energy & Resources
80464984;Empire District Electric Company;Energy & Resources
80464989;Duke Energy Florida, LLC;Energy & Resources
80464993;Metropolitan Edison Company;Energy & Resources
80464994;Pennsylvania Electric Company;Energy & Resources
80464995;Jersey Central Power & Light Company;Energy & Resources
80464998;Hawaiian Electric Industries, Inc.;Energy & Resources
80464999;Hawaiian Electric Company, Inc.;Energy & Resources
80465004;IPALCO Enterprises, Inc.;Energy & Resources
80465005;Indianapolis Power & Light Company;Energy & Resources
80465008;Kentucky Utilities Company;Energy & Resources
80465010;Louisville Gas & Electric Company;Energy & Resources
80465017;New England Power Company;Energy & Resources
80465019;NiSource Capital Markets, Inc.;Financial Services
80465020;New Jersey Natural Gas Company;Energy & Resources
80465021;Pennsylvania Power Company;Energy & Resources
80465022;PNPP II Funding Corporation;Financial Services
80465024;BVPS II Funding Corporation;Financial Services
80465026;Oklahoma Gas and Electric Company;Energy & Resources
80465027;Public Service Enterprise Group Incorporated;Energy & Resources
80465037;Public Service Company of Colorado;Energy & Resources
80465038;Rochester Gas and Electric Corporation;Energy & Resources
80465039;Edison International;Energy & Resources
80465040;SCANA Corporation;Energy & Resources
80465041;Dominion Energy South Carolina, Inc.;Energy & Resources
80465042;The Southern Company;Energy & Resources
80465044;Southwestern Public Service Company;Energy & Resources
80465045;Sierra Pacific Power Company;Energy & Resources
80465048;Southern Union Co.;Energy & Resources
80465049;Southwest Gas Corporation;Energy & Resources
80465050;TECO Energy, Inc.;Energy & Resources
80465051;Tampa Electric Company;Energy & Resources
80465054;Union Electric Company;Energy & Resources
80465055;The United Illuminating Company;Energy & Resources
80465059;Wisconsin Public Service Corporation;Energy & Resources
80465060;Maui Electric Company Limited;Energy & Resources
80465070;Guacolda Energia SpA;Energy & Resources
80465071;PPL WW Holdings Limited;Financial Services
80465086;MidAmerican Energy Company;Energy & Resources
80465087;MidAmerican Funding LLC;Financial Services
80465088;CEHI, LLC;Energy & Resources
80465089;Sempra;Energy & Resources
80465099;NSTAR LLC;Energy & Resources
80465102;Sempra Global;Energy & Resources
80465107;Nicor Gas Company;Energy & Resources
80465109;PVNGS II Funding Corporation;Financial Services
80465111;TECO Finance, Inc.;Financial Services
80465112;Duke Energy Kentucky, Inc.;Energy & Resources
80465119;Kern River Funding Corp.;Financial Services
80465130;Northern Natural Gas Company;Energy & Resources
80465136;Otter Tail Corporation;Energy & Resources
80465137;Enel Fortuna, S.A.;Energy & Resources
80465138;CenterPoint Energy, Inc.;Energy & Resources
80465143;NuStar Pipe Line Operating Partnership, L.P.;Energy & Resources
80465144;Spire Inc.;Energy & Resources
80465147;AmeriGas Partners, L.P./ AP Eagle Finance Corp.;Energy & Resources
80465149;Progress Energy, Inc.;Energy & Resources
80465151;ComEd Financing III;Financial Services
80467145;Eskom Holdings SOC Ltd.;Energy & Resources
80467146;Central Puerto S.A.;Energy & Resources
80467147;Compania de Transporte de Energia Electrica en Alta Tension Transener S.A.;Energy & Resources
80467149;SSE plc;Energy & Resources
80467159;CEZ, a.s.;Energy & Resources
80467167;Colbun S.A.;Energy & Resources
80467168;Centrais Eletricas Brasileiras S.A. (Eletrobras);Energy & Resources
80467170;AES Andes S.A.;Energy & Resources
80467175;Northern Powergrid (Yorkshire) plc;Energy & Resources
80476793;Singapore Power Limited;Energy & Resources
80496383;ConocoPhillips Company;Energy & Resources
80496389;MGM Resorts International;Consumer Goods & Retail
80503704;Repsol International Finance B.V.;Financial Services
80504419;Thales SA;Technology & Software
80506593;Airbus SE;Industrial & Manufacturing
80506777;CSC Holdings, LLC;Telecommunications & Media
80512807;Turkiye Petrol Rafinerileri A.S. (Tupras);Energy & Resources
80520608;Sky Limited;Telecommunications & Media
80542326;The Coca-Cola Company;Consumer Goods & Retail
80552593;Southern Water Services (Finance) Limited;Energy & Resources
80556222;Transurban Finance Company Pty Limited;Transportation & Logistics
80599818;Tech Data Corporation;Technology & Software
80605010;Catchment Tay Limited;Professional Services & Consulting
80609812;British American Tobacco Holdings (Netherlands) BV;Consumer Goods & Retail
80610456;Meritage Homes Corporation;Real Estate & Property
80611419;PECO Energy Capital Trust IV;Energy & Resources
80614474;Companhia de Saneamento Basico do Estado de Sao Paulo (SABESP);Energy & Resources
80618416;Derby Healthcare Plc;Healthcare & Pharmaceuticals
80622193;Mercedes-Benz Group AG;Industrial & Manufacturing
80624196;Downer EDI Limited;Industrial & Manufacturing
80624801;Corporacion Nacional del Cobre de Chile (CODELCO);Energy & Resources
80625063;Falabella S.A.;Consumer Goods & Retail
80628231;Alliance Resource Operating Partners, L.P.;Energy & Resources
80631018;Black & Decker Holdings, LLC;Consumer Goods & Retail
80638423;Peugeot S.A.;Industrial & Manufacturing
80638428;Hongkong Land Holdings Limited;Real Estate & Property
80638434;Hysan Development Company Limited;Real Estate & Property
80638626;Meridian Hospital Company PLC;Healthcare & Pharmaceuticals
80639620;Sun Hung Kai Properties Limited;Real Estate & Property
80640618;Corporacion GEO, S.A. de C.V.;Real Estate & Property
80640621;Grupo Bimbo, S.A.B. de C.V.;Consumer Goods & Retail
80640627;GCC, S.A.B. de C.V.;Industrial & Manufacturing
80640636;Alpek Polyester S.A. de C.V.;Industrial & Manufacturing
80640639;Grupo Posadas, SAB de CV;Consumer Goods & Retail
80640645;Nemak, S.A.B. de C.V.;Industrial & Manufacturing
80640648;Urbi Desarrollos Urbanos, S.A.B. de C.V.;Real Estate & Property
80640912;Agua Caliente Band of Cahuilla Indians;Professional Services & Consulting
80641029;Coca-Cola FEMSA, S.A.B. de C.V.;Consumer Goods & Retail
80642182;City Greenwich Lewisham Rail Link plc;Transportation & Logistics
80649481;Unilever NV;Consumer Goods & Retail
80652428;NextEra Energy Capital Holdings, Inc.;Energy & Resources
80652436;NextEra Energy, Inc.;Energy & Resources
80656237;Eli Lilly and Company;Healthcare & Pharmaceuticals
80663225;Tyson Foods, Inc.;Consumer Goods & Retail
80665028;Mediacom, LLC;Telecommunications & Media
80666025;Mediacom Broadband, LLC;Telecommunications & Media
80669823;Mediacom Southeast LLC;Telecommunications & Media
80670261;Mediacom California LLC;Telecommunications & Media
80670267;Mediacom Delaware LLC;Telecommunications & Media
80670276;Mediacom Arizona LLC;Telecommunications & Media
80670284;Mediacom Illinois LLC;Telecommunications & Media
80670290;Mediacom Indiana LLC;Telecommunications & Media
80670296;Mediacom Iowa LLC;Telecommunications & Media
80670431;Mediacom Minnesota LLC;Telecommunications & Media
80670437;Mediacom Wisconsin LLC;Telecommunications & Media
80670443;Zylstra Communications Corp;Telecommunications & Media
80670467;MCC Georgia LLC;Telecommunications & Media
80670473;MCC Illinois LLC;Telecommunications & Media
80670479;MCC Iowa LLC;Telecommunications & Media
80670485;MCC Missouri LLC;Telecommunications & Media
80672780;Sanmina Corporation;Technology & Software
80680624;Arrow Electronics, Inc.;Technology & Software
80696180;Avnet, Inc.;Technology & Software
80702400;Gazprom PJSC;Energy & Resources
80710580;CRH America Inc.;Industrial & Manufacturing
80713980;Lear Corporation;Industrial & Manufacturing
80714629;Carlsberg Breweries A/S;Consumer Goods & Retail
80725183;PJSC Magnitogorsk Iron & Steel Works (MMK);Industrial & Manufacturing
80726792;Tenaga Nasional Berhad;Energy & Resources
80732787;Vinci S.A.;Industrial & Manufacturing
80753757;Cargill Incorporated;Consumer Goods & Retail
80753862;RWE AG;Energy & Resources
80753884;Dean Health Systems, Inc.;Healthcare & Pharmaceuticals
80762986;Telecom Italia Capital;Telecommunications & Media
80766005;Dillard's, Inc.;Consumer Goods & Retail
80767183;Mitsui Fudosan Co., Ltd.;Real Estate & Property
80775180;Comision Federal de Electricidad (CFE);Energy & Resources
80776002;SuperValu Inc.;Consumer Goods & Retail
80810434;Alestra, S. de R.L. de C.V.;Telecommunications & Media
80822783;TV Azteca SAB de CV;Telecommunications & Media
80823675;BGE Capital Trust II;Financial Services
80827806;Ball Corporation;Industrial & Manufacturing
80828180;Finmeccanica Finance S.A.;Financial Services
80833405;TFCF Corporation;Technology & Software
80833412;TFCF America, Inc.;Technology & Software
80839631;Henkel AG & Co. KGaA;Consumer Goods & Retail
80843885;Johnson & Johnson;Healthcare & Pharmaceuticals
80847180;Smurfit Kappa Funding plc;Industrial & Manufacturing
80847193;Smurfit Kappa Acquisitions Unlimited Company;Industrial & Manufacturing
80864694;Cargill Asia Pacific Treasury Services Ltd.;Financial Services
80864731;Cargill Global Funding PLC;Financial Services
80872832;Sistema Capital S.A.;Financial Services
80881035;Time Warner International Finance Limited;Telecommunications & Media
80891260;Shell plc;Energy & Resources
80897232;Telecom Italia Finance SA;Telecommunications & Media
80915432;NTPC Limited;Energy & Resources
80919036;Maytag Corporation;Industrial & Manufacturing
